task,category,difficulty,agent,model,effort,passed,duration_seconds,agent_termination,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,prompt_tokens,total_tokens,cost_usd,list_cost_usd,files_changed,insertions,deletions,face_value,efficiency,points,graders,grader_summaries,run_id
ops-003,ops,3,opencode,openai/gpt-5.6-terra,max,true,355.8,completed,56007,2577,345600,0,401607,61249,0.0000,0.2121,2279,3032,0,10,1.00,10.0,trajectory=P;build=P;runtime=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (13 command(s)) | build:xcodebuild build succeeded for scheme 'NavigationFixture' | runtime:Process survived 6s observation window | file:2 file assertion(s) satisfied,2026-09-11T112849-ops-003-opencode
ops-005,ops,4,opencode,openai/gpt-5.6-terra,max,true,513.4,completed,89872,2970,439808,0,529680,103712,0.0000,0.3033,2292,4280,0,10,0.95,9.5,trajectory=P;build=P;runtime=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (12 command(s)) | build:xcodebuild build succeeded for scheme 'DecodingFixture' | runtime:Process survived 4s observation window | file:1 file assertion(s) satisfied,2026-09-11T113450-ops-005-opencode
ops-006,ops,2,opencode,openai/gpt-5.6-terra,max,true,57.3,completed,26085,859,54784,0,80869,27672,0.0000,0.0734,1,8,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (4 command(s)) | build:xcodebuild build succeeded for scheme 'InfoPlistFixture' | file:3 file assertion(s) satisfied,2026-09-11T114328-ops-006-opencode
ops-007,ops,4,opencode,openai/gpt-5.6-terra,max,true,77.0,completed,51078,1394,146432,0,197510,53775,0.0000,0.1482,1,4,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (6 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-11T114426-ops-007-opencode
ops-008,ops,5,opencode,openai/gpt-5.6-terra,max,true,58.1,completed,16770,849,53760,0,70530,18580,0.0000,0.0545,1,3,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (4 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-11T114543-ops-008-opencode
ops-009,ops,6,opencode,openai/gpt-5.6-terra,max,true,294.6,completed,63266,4465,410112,0,473378,75702,0.0000,0.2621,4,69,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (13 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-11T114642-ops-009-opencode
ops-010,ops,5,opencode,openai/gpt-5.6-terra,max,true,1097.4,completed,201967,12019,4683648,0,4885615,233251,0.0000,1.4849,6,81,6,10,0.86,8.6,trajectory=P;build=P;runtime=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (46 command(s)) | build:xcodebuild build succeeded for scheme 'NavigationFixture' | runtime:Process survived 5s observation window | file:2 file assertion(s) satisfied,2026-09-11T115137-ops-010-opencode
ops-011,ops,3,opencode,openai/gpt-5.6-terra,max,false,51.3,completed,10833,616,39936,0,50769,12244,0.0000,0.0370,1,1,0,10,1.00,0.0,trajectory=P;build=P;file=F,trajectory:The agent's recorded commands show the work behind the deliverable (2 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:devices.txt: does not contain expected text,2026-09-11T120959-ops-011-opencode
ops-012,ops,9,opencode,openai/gpt-5.6-terra,max,true,406.1,completed,47703,5332,478720,0,526423,64019,0.0000,0.2551,10,674,2,10,0.95,9.5,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (23 command(s)) | build:xcodebuild build succeeded for scheme 'ConcurrencyFixture' | file:4 file assertion(s) satisfied,2026-09-11T121051-ops-012-opencode
ops-013,ops,7,opencode,openai/gpt-5.6-terra,max,true,362.9,completed,60256,3790,361472,0,421728,73657,0.0000,0.2383,1,31,0,10,0.97,9.7,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (24 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:7 file assertion(s) satisfied,2026-09-11T121738-ops-013-opencode
ops-014,ops,5,opencode,openai/gpt-5.6-terra,max,true,264.7,completed,56506,2620,432128,0,488634,63953,0.0000,0.2309,1,7,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (13 command(s)) | build:xcodebuild build succeeded for scheme 'NavigationFixture' | file:4 file assertion(s) satisfied,2026-09-11T122341-ops-014-opencode
ops-015,ops,7,opencode,openai/gpt-5.6-terra,max,true,222.7,completed,56816,2693,375296,0,432112,65268,0.0000,0.2210,3,45,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (14 command(s)) | build:xcodebuild build succeeded for scheme 'ScratchApp' | file:3 file assertion(s) satisfied,2026-09-11T122807-ops-015-opencode
ops-016,ops,4,opencode,openai/gpt-5.6-terra,max,true,240.2,completed,81454,2351,622080,0,703534,88420,0.0000,0.3155,1,12,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (15 command(s)) | build:xcodebuild build succeeded for scheme 'ConcurrencyFixture' | file:5 file assertion(s) satisfied,2026-09-11T123150-ops-016-opencode
ops-017,ops,7,opencode,openai/gpt-5.6-terra,max,true,218.0,completed,43109,3547,159232,0,202341,52265,0.0000,0.1606,2,13,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (19 command(s)) | build:xcodebuild build succeeded for scheme 'NavigationFixture' | file:4 file assertion(s) satisfied,2026-09-11T123551-ops-017-opencode
ops-018,ops,6,opencode,openai/gpt-5.6-terra,max,true,327.8,completed,70925,5003,493056,0,563981,85112,0.0000,0.3005,1288,1794,0,10,0.99,9.9,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (10 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:4 file assertion(s) satisfied,2026-09-11T123930-ops-018-opencode
ops-019,ops,5,opencode,openai/gpt-5.6-terra,max,true,207.4,completed,47538,2702,276480,0,324018,55594,0.0000,0.1828,1,20,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (11 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:5 file assertion(s) satisfied,2026-09-11T124458-ops-019-opencode
ops-020,ops,4,opencode,openai/gpt-5.6-terra,max,true,58.5,completed,23707,460,26624,0,50331,26289,0.0000,0.0583,1,1788,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (2 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:4 file assertion(s) satisfied,2026-09-11T124826-ops-020-opencode
ops-021,ops,5,opencode,openai/gpt-5.6-terra,max,true,112.0,completed,24503,1798,73728,0,98231,27310,0.0000,0.0853,1,13,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (8 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:4 file assertion(s) satisfied,2026-09-11T124925-ops-021-opencode
ops-022,ops,6,opencode,openai/gpt-5.6-terra,max,true,222.2,completed,43245,2591,199680,0,242925,50979,0.0000,0.1575,1,13,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (18 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-11T125118-ops-022-opencode
ops-023,ops,8,opencode,openai/gpt-5.6-terra,max,true,223.1,completed,43791,3572,307712,0,351503,52431,0.0000,0.1920,2295,3342,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (12 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:4 file assertion(s) satisfied,2026-09-11T125501-ops-023-opencode
ops-024,ops,7,opencode,openai/gpt-5.6-terra,max,true,219.7,completed,42247,2504,184320,0,226567,48836,0.0000,0.1514,1,60,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (5 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:2 file assertion(s) satisfied,2026-09-11T125845-ops-024-opencode
ops-025,ops,5,opencode,openai/gpt-5.6-terra,max,true,306.6,completed,57810,3268,358528,0,416338,66648,0.0000,0.2265,6,0,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (15 command(s)) | build:xcodebuild build succeeded for scheme 'NavigationFixture' | file:4 file assertion(s) satisfied,2026-09-11T130226-ops-025-opencode
ops-026,ops,7,opencode,openai/gpt-5.6-terra,max,true,104.1,completed,34447,1613,95232,0,129679,38245,0.0000,0.1073,1,21,0,10,1.00,10.0,trajectory=P;build=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (8 command(s)) | build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-11T130733-ops-026-opencode
ops-027,ops,3,opencode,openai/gpt-5.6-terra,max,true,56.5,completed,18844,793,30208,0,49052,20984,0.0000,0.0532,2,15,0,10,1.00,10.0,trajectory=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (5 command(s)) | file:4 file assertion(s) satisfied,2026-09-11T130918-ops-027-opencode
ops-028,ops,7,opencode,openai/gpt-5.6-terra,max,true,229.8,completed,69974,2830,323584,0,393558,75996,0.0000,0.2386,2,3,2,10,1.00,10.0,trajectory=P;build=P;xcodeproj=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (14 command(s)) | build:xcodebuild build succeeded for scheme 'XCConfigFixture' | xcodeproj:3 project assertion(s) hold in the resolved configuration | file:2 file assertion(s) satisfied,2026-09-11T131015-ops-028-opencode
ops-029,ops,6,opencode,openai/gpt-5.6-terra,max,true,268.3,completed,48726,2495,295424,0,344150,59900,0.0000,0.1865,2,454,0,10,1.00,10.0,trajectory=P;file=P,trajectory:The agent's recorded commands show the work behind the deliverable (12 command(s)) | file:13 file assertion(s) satisfied,2026-09-11T131405-ops-029-opencode
project-002,project,2,opencode,openai/gpt-5.6-terra,max,true,114.0,completed,33629,1291,95744,0,129373,37383,0.0000,0.1019,1,2,0,10,1.00,10.0,build=P;xcodeproj=P,build:xcodebuild build succeeded for scheme 'InfoPlistFixture' | xcodeproj:1 project assertion(s) hold in the resolved configuration,2026-09-11T131834-project-002-opencode
project-004,project,4,opencode,openai/gpt-5.6-terra,max,true,382.5,completed,61443,2922,336896,0,398339,67147,0.0000,0.2253,1,10,0,10,1.00,10.0,build=P;xctest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'SchemeFixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/TariffCalculator.swift: ""static let unitRate = 0.31"" → ""static let unitRate = 0.0"")",2026-09-11T132028-project-004-opencode
project-005,project,5,opencode,openai/gpt-5.6-terra,max,true,180.2,completed,50729,2592,121856,0,172585,54599,0.0000,0.1569,1,22,0,10,1.00,10.0,file=P;build=P,file:1 file assertion(s) satisfied | build:xcodebuild build succeeded for scheme 'PackageIntegrationFixture',2026-09-11T132656-project-005-opencode
project-006,project,6,opencode,openai/gpt-5.6-terra,max,false,417.8,completed,39116,2736,275456,0,314572,52245,0.0000,0.1662,1,46,0,10,1.00,0.0,build=F;xctest=F;mutation=F,"build:xcodebuild build failed (exit 65) for scheme 'MultiTargetFixture' | xctest:0 executed, 0 passed, 0 failed, 0 skipped. No tests executed | mutation:The unmutated tests did not pass, so their failure cannot prove that the mutation was detected",2026-09-11T132956-project-006-opencode
runtime-001,runtime,1,opencode,openai/gpt-5.6-terra,max,true,297.2,completed,32626,1528,136704,0,169330,34885,0.0000,0.1109,1,2,2,10,1.00,10.0,build=P;xcuitest=P;runtime=P,"build:xcodebuild build succeeded for scheme 'NavigationFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | runtime:Process survived 5s observation window",2026-09-11T133659-runtime-001-opencode
tests-001,tests,1,opencode,openai/gpt-5.6-terra,max,true,111.3,completed,35906,1530,152064,0,187970,38225,0.0000,0.1206,1,2,1,10,1.00,10.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'CounterFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-11T151618-tests-001-opencode
tests-002,tests,2,opencode,openai/gpt-5.6-terra,max,true,126.0,completed,44103,1742,143872,0,187975,47398,0.0000,0.1379,2,7,3,10,1.00,10.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'DecodingFixture' | xctest:5 executed, 5 passed, 0 failed, 0 skipped",2026-09-11T151812-tests-002-opencode
tests-005,tests,5,opencode,openai/gpt-5.6-terra,max,true,105.7,completed,38888,1737,113152,0,152040,41296,0.0000,0.1213,1,3,3,10,1.00,10.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'LeakFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-11T152018-tests-005-opencode
ui-auto-001,interaction,3,opencode,openai/gpt-5.6-terra,max,true,651.9,completed,82485,6091,453120,0,535605,96806,0.0000,0.3287,5,156,4,10,0.95,9.5,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'CounterFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/CounterStore.swift: ""count += 1"" → ""count += 2"")",2026-09-11T152205-ui-auto-001-opencode
ui-auto-002,interaction,4,opencode,openai/gpt-5.6-terra,max,true,686.6,completed,43089,3482,164352,0,207441,51845,0.0000,0.1608,2,70,85,10,1.00,10.0,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: every match of /\.accessibilityIdentifier\(""([^""]+)""\)/ rewritten)",2026-09-11T153302-ui-auto-002-opencode
ui-auto-003,interaction,4,opencode,openai/gpt-5.6-terra,max,true,586.7,completed,44365,3236,203264,0,247629,51314,0.0000,0.1682,3,41,29,10,1.00,10.0,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'CartFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/CartView.swift: every match of /\.accessibilityIdentifier\(""([^""]+)""\)/ rewritten)",2026-09-11T154433-ui-auto-003-opencode
ui-auto-004,interaction,5,opencode,openai/gpt-5.6-terra,max,false,572.7,completed,57164,2912,316928,0,374092,66910,0.0000,0.2127,2,37,8,10,0.98,0.0,build=P;xcuitest=P;mutation=F,"build:xcodebuild build succeeded for scheme 'SearchFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests still passed with the app broken (Sources/PartsSearchView.swift: every match of /\.accessibilityIdentifier\(""([^""]+)""\)/ rewritten), so they do not assert the behaviour the task asked for",2026-09-11T155424-ui-auto-004-opencode
ui-auto-005,interaction,5,opencode,openai/gpt-5.6-terra,max,false,780.9,completed,69179,4770,328192,0,397371,81177,0.0000,0.2612,5,79,3,10,0.95,0.0,build=P;xcuitest=P;mutation=F,"build:xcodebuild build succeeded for scheme 'TruncationFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests still passed with the app broken (Sources/ConsentView.swift: every match of /\.accessibilityIdentifier\(""([^""]+)""\)/ rewritten), so they do not assert the behaviour the task asked for",2026-09-11T160402-ui-auto-005-opencode
ui-auto-006,interaction,6,opencode,openai/gpt-5.6-terra,max,true,794.1,completed,71433,3449,455168,0,526601,84221,0.0000,0.2753,3,33,0,10,0.91,9.1,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'RefreshFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/ReportView.swift: every match of /\.accessibilityIdentifier\(""([^""]+)""\)/ rewritten)",2026-09-11T161709-ui-auto-006-opencode
ui-auto-007,interaction,6,opencode,openai/gpt-5.6-terra,max,false,507.1,completed,57169,3784,244736,0,301905,69685,0.0000,0.2087,5,71,12,10,1.00,0.0,build=P;xcuitest=P;mutation=F,"build:xcodebuild build succeeded for scheme 'NavigationFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests still passed with the app broken (Sources/SettingsView.swift: ""navigationTitle(""Settings"")"" → ""navigationTitle(""Settings-mutated"")""), so they do not assert the behaviour the task asked for",2026-09-11T163027-ui-auto-007-opencode
ui-auto-008,interaction,7,opencode,openai/gpt-5.6-terra,max,true,767.9,completed,113772,6353,799232,0,913004,129242,0.0000,0.4636,2,52,40,10,0.92,9.2,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'AdaptiveLayoutFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/JobDetailView.swift: every match of /\.accessibilityIdentifier\(""([^""]+)""\)/ rewritten; Sources/JobDetailView.swift: every match of /\.accessibilityIdentifier\(([A-Za-z_][A-Za-z0-9_.]*(?:\([^()]*\))?)\)/ rewritten)",2026-09-11T163859-ui-auto-008-opencode
ui-auto-009,interaction,7,opencode,openai/gpt-5.6-terra,max,true,678.3,completed,82248,6590,479232,0,561480,98743,0.0000,0.3394,3,242,0,10,0.96,9.6,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'GestureFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/GestureFixtureApp.swift: every match of /\.accessibilityIdentifier\(""([^""]+)""\)/ rewritten; Sources/GestureFixtureApp.swift: every match of /\.accessibilityIdentifier\(([A-Za-z_][A-Za-z0-9_.]*(?:\([^()]*\))?)\)/ rewritten)",2026-09-11T165152-ui-auto-009-opencode
ui-auto-010,interaction,8,opencode,openai/gpt-5.6-terra,max,false,1025.3,completed,100141,5101,736768,0,836909,122329,0.0000,0.4088,4,66,3,10,0.88,0.0,build=P;xcuitest=P;mutation=F,"build:xcodebuild build succeeded for scheme 'SearchFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The unmutated tests did not pass, so their failure cannot prove that the mutation was detected",2026-09-11T170315-ui-auto-010-opencode
ui-auto-011,interaction,4,opencode,openai/gpt-5.6-terra,max,true,611.5,completed,53148,2669,227840,0,280988,62862,0.0000,0.1839,2,26,0,10,0.97,9.7,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'RefreshFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/ReportView.swift: every match of /\.accessibilityIdentifier\(""([^""]+)""\)/ rewritten)",2026-09-11T172025-ui-auto-011-opencode
ui-auto-012,interaction,5,opencode,openai/gpt-5.6-terra,max,true,711.8,completed,73168,4387,466944,0,540112,88861,0.0000,0.2924,2,48,9,10,0.94,9.4,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'SearchFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/PartsSearchView.swift: every match of /\.accessibilityIdentifier\(""([^""]+)""\)/ rewritten)",2026-09-11T173041-ui-auto-012-opencode
ui-auto-014,interaction,5,opencode,openai/gpt-5.6-terra,max,true,694.0,completed,63647,2896,318464,0,382111,75586,0.0000,0.2257,2,51,15,10,0.96,9.6,build=P;xcuitest=P;file=P;mutation=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:2 file assertion(s) satisfied | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: every match of /\.accessibilityIdentifier\(""([^""]+)""\)/ rewritten)",2026-09-11T174238-ui-auto-014-opencode
ui-auto-015,interaction,6,opencode,openai/gpt-5.6-terra,max,false,492.8,completed,47875,2623,253440,0,301315,54838,0.0000,0.1779,1,19,0,10,1.00,0.0,build=P;xcuitest=P;mutation=F,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests still passed with the app broken (Sources/EnrolmentFlowView.swift: every match of /\.accessibilityIdentifier\(""([^""]+)""\)/ rewritten), so they do not assert the behaviour the task asked for",2026-09-11T175416-ui-auto-015-opencode
ui-auto-016,interaction,5,opencode,openai/gpt-5.6-terra,max,true,1041.2,completed,162602,6335,2216448,0,2379050,182430,0.0000,0.8445,2,58,17,10,0.88,8.8,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: every match of /\.accessibilityIdentifier\(""([^""]+)""\)/ rewritten)",2026-09-11T180236-ui-auto-016-opencode
ui-auto-017,interaction,6,opencode,openai/gpt-5.6-terra,max,true,1183.5,completed,143790,8343,2257920,0,2401710,178060,0.0000,0.8393,4,53,17,10,0.87,8.7,trajectory=P;build=P;xcuitest=P;file=P;mutation=P,"trajectory:The agent's recorded commands show the work behind the deliverable (30 command(s)) | build:xcodebuild build succeeded for scheme 'SafeAreaFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:1 file assertion(s) satisfied | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/BasketView.swift: every match of /\.accessibilityIdentifier\(""([^""]+)""\)/ rewritten)",2026-09-11T182002-ui-auto-017-opencode
ui-auto-018,interaction,8,opencode,openai/gpt-5.6-terra,max,true,566.6,completed,47445,3992,192512,0,239957,58693,0.0000,0.1813,3,90,55,10,1.00,10.0,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: every match of /\.accessibilityIdentifier\(""([^""]+)""\)/ rewritten)",2026-09-11T183950-ui-auto-018-opencode
