task,category,difficulty,agent,model,effort,passed,duration_seconds,agent_termination,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,prompt_tokens,total_tokens,cost_usd,list_cost_usd,files_changed,insertions,deletions,face_value,efficiency,points,graders,grader_summaries,run_id
concurrency-002,frameworks,6,opencode,minimax/MiniMax-M2.7,,false,16.4,failed,,,,,,,,,0,0,0,60,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Concurrency002Fixture' | xctest:3 executed, 2 passed, 1 failed, 0 skipped. Failing: ImageLoaderTests/testTruncatedResponseSettlesExactlyOnce()",2026-09-03T225128-concurrency-002-opencode
concurrency-003,frameworks,7,opencode,minimax/MiniMax-M2.7,,false,15.2,failed,,,,,,,,,0,0,0,70,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Concurrency003Fixture' | xctest:3 executed, 2 passed, 1 failed, 0 skipped. Failing: TelemetryFeedTests/testABacklogDoesNotGrowWithoutLimit()",2026-09-03T225145-concurrency-003-opencode
concurrency-004,frameworks,6,opencode,minimax/MiniMax-M2.7,,false,15.6,failed,,,,,,,,,0,0,0,60,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Concurrency004Fixture' | xctest:2 executed, 1 passed, 1 failed, 0 skipped. Failing: BatchProcessorTests/testCancellingTheBatchStopsItsWork()",2026-09-03T225201-concurrency-004-opencode
concurrency-005,frameworks,5,opencode,minimax/MiniMax-M2.7,,false,15.2,failed,,,,,,,,,0,0,0,50,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Concurrency005Fixture' | xctest:3 executed, 2 passed, 1 failed, 0 skipped. Failing: ThumbnailCacheTests/testTwoRowsAskingAtOnceEachGetTheirOwnImage()",2026-09-03T225217-concurrency-005-opencode
concurrency-006,frameworks,4,opencode,minimax/MiniMax-M2.7,,false,6.8,failed,,,,,,,,,0,0,0,40,0.25,0.0,build=F;xctest=F,"build:xcodebuild build failed (exit 65) for scheme 'Concurrency006Fixture' | xctest:0 executed, 0 passed, 0 failed, 0 skipped. No tests executed",2026-09-03T225233-concurrency-006-opencode
concurrency-007,frameworks,7,opencode,minimax/MiniMax-M2.7,,false,15.3,failed,,,,,,,,,0,0,0,70,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Concurrency007Fixture' | xctest:2 executed, 1 passed, 1 failed, 0 skipped. Failing: EventFeedTests/testEveryListenerSeesEveryEvent()",2026-09-03T225240-concurrency-007-opencode
concurrency-008,frameworks,3,opencode,minimax/MiniMax-M2.7,,false,40.9,failed,,,,,,,,,0,0,0,30,0.25,0.0,build=P;xctest=F;runtime=P,"build:xcodebuild build succeeded for scheme 'ConcurrencyCancellationFixture' | xctest:2 executed, 1 passed, 1 failed, 0 skipped. Failing: WorkLoopCancellationTests/testRunUntilCancelledStopsIncrementingAfterCancel() | runtime:Process survived 5s observation window",2026-09-03T225256-concurrency-008-opencode
coredata-001,frameworks,3,opencode,minimax/MiniMax-M2.7,,false,15.0,failed,,,,,,,,,0,0,0,30,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'CoreDataNotesFixture' | xctest:1 executed, 0 passed, 1 failed, 0 skipped. Failing: NotesStoreTests/testInsertedNotesAreFetched()",2026-09-03T220927-coredata-001-opencode
coredata-002,frameworks,5,opencode,minimax/MiniMax-M2.7,,false,15.2,failed,,,,,,,,,0,0,0,50,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'CoreDataSaveFixture' | xctest:1 executed, 0 passed, 1 failed, 0 skipped. Failing: NotesStoreTests/testAddedNoteIsVisibleFromANewContext()",2026-09-03T220942-coredata-002-opencode
coredata-003,frameworks,8,opencode,minimax/MiniMax-M2.7,,false,17.3,failed,,,,,,,,,0,0,0,80,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Coredata003Fixture' | xctest:2 executed, 1 passed, 1 failed, 0 skipped. Failing: NotesMigrationTests/testUpgradingKeepsWhatTheUserWrote()",2026-09-03T225340-coredata-003-opencode
coredata-004,frameworks,7,opencode,minimax/MiniMax-M2.7,,false,16.6,failed,,,,,,,,,0,0,0,70,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Coredata004Fixture' | xctest:2 executed, 1 passed, 1 failed, 0 skipped. Failing: NoteEditorTests/testAnEditStillSavesAfterTheRowChangedUnderneath()",2026-09-03T225358-coredata-004-opencode
coredata-005,frameworks,6,opencode,minimax/MiniMax-M2.7,,false,18.1,failed,,,,,,,,,0,0,0,60,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Coredata005Fixture' | xctest:2 executed, 1 passed, 1 failed, 0 skipped. Failing: NotesStackTests/testTheScreenSeesABackgroundEdit()",2026-09-03T225416-coredata-005-opencode
coredata-006,frameworks,7,opencode,minimax/MiniMax-M2.7,,false,15.3,failed,,,,,,,,,0,0,0,70,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Coredata006Fixture' | xctest:2 executed, 1 passed, 1 failed, 0 skipped. Failing: NoteInboxTests/testTheCapturedIdOpensOnTheMainContext()",2026-09-03T225434-coredata-006-opencode
coredata-007,frameworks,3,opencode,minimax/MiniMax-M2.7,,false,15.3,failed,,,,,,,,,0,0,0,30,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Coredata007Fixture' | xctest:3 executed, 2 passed, 1 failed, 0 skipped. Failing: NoteStatsTests/testTheHeaderCountsEveryNote()",2026-09-03T225450-coredata-007-opencode
coredata-008,frameworks,5,opencode,minimax/MiniMax-M2.7,,false,15.4,failed,,,,,,,,,0,0,0,50,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Coredata008Fixture' | xctest:3 executed, 2 passed, 1 failed, 0 skipped. Failing: NoteSearchTests/testSearchFindsANoteThatIsNotSavedYet()",2026-09-03T225506-coredata-008-opencode
coredata-009,frameworks,5,opencode,minimax/MiniMax-M2.7,,false,15.0,failed,,,,,,,,,0,0,0,50,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Coredata009Fixture' | xctest:2 executed, 0 passed, 2 failed, 0 skipped. Failing: OrdersModelTests/testDeletingAnOrderTakesItsLinesWithIt(), OrdersModelTests/testDeletingOneOrderLeavesTheOtherAlone()",2026-09-03T225522-coredata-009-opencode
coredata-010,frameworks,6,opencode,minimax/MiniMax-M2.7,,false,15.3,failed,,,,,,,,,0,0,0,60,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Coredata010Fixture' | xctest:2 executed, 0 passed, 2 failed, 0 skipped. Failing: ChangeLogTests/testAWriteShowsUpInTheChangeLog(), ChangeLogTests/testTheChangeLogIsEmptyBeforeAnyWrite()",2026-09-03T225538-coredata-010-opencode
g2-a11y-001,visual,7,solution,,,true,77.5,completed,,,,,,,,,1,3,2,70,0.25,17.5,uiflow=P;uiflow=P;file=P,uiflow:4 UI assertion(s) hold in default | uiflow:5 UI assertion(s) hold in content-size=accessibility-extra-extra-extra-large | file:1 file assertion(s) satisfied,2026-09-02T184537-g2-a11y-001-solution
g2-a11y-001,visual,7,solution,,,true,152.1,completed,,,,,,,,,1,3,2,70,0.25,17.5,uiflow=P;uiflow=P,uiflow:4 UI assertion(s) hold in default | uiflow:5 UI assertion(s) hold in content-size=accessibility-extra-extra-extra-large,2026-09-02T152630-g2-a11y-001-solution
g2-a11y-001,visual,7,fake,,,false,89.8,completed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:4 UI assertion(s) hold in default | uiflow:2 of 5 UI assertion(s) failed in content-size=accessibility-extra-extra-extra-large: ""receipts-name"" at (-68, 347) 486x63 is outside the window (0, 0) 402x874; ""receipts-badge"" at (454, 297) 16x162 is outside the window (0, 0) 402x874 | file:1 file assertion(s) satisfied",2026-09-02T184404-g2-a11y-001-fake
g2-a11y-001,visual,7,fake,,,false,201.6,completed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=P;uiflow=F,"uiflow:4 UI assertion(s) hold in default | uiflow:2 of 5 UI assertion(s) failed in content-size=accessibility-extra-extra-extra-large: ""receipts-name"" at (-68, 347) 486x63 is outside the window (0, 0) 402x874; ""receipts-badge"" at (454, 297) 16x162 is outside the window (0, 0) 402x874",2026-09-02T152306-g2-a11y-001-fake
g2-a11y-001,visual,7,solution,,,true,148.2,completed,,,,,,,,,1,3,2,70,0.25,17.5,uiflow=P;uiflow=P,uiflow:4 UI assertion(s) hold in default | uiflow:5 UI assertion(s) hold in content-size=accessibility-extra-extra-extra-large,2026-09-02T165614-g2-a11y-001-solution
g2-a11y-001,visual,7,fake,,,false,64.3,completed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=P;uiflow=F,"uiflow:4 UI assertion(s) hold in default | uiflow:2 of 5 UI assertion(s) failed in content-size=accessibility-extra-extra-extra-large: ""receipts-name"" at (-68, 347) 486x63 is outside the window (0, 0) 402x874; ""receipts-badge"" at (454, 297) 16x162 is outside the window (0, 0) 402x874",2026-09-02T165505-g2-a11y-001-fake
g2-a11y-001,visual,7,opencode,minimax/MiniMax-M2.7,,false,39.2,failed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:4 UI assertion(s) hold in default | uiflow:2 of 5 UI assertion(s) failed in content-size=accessibility-extra-extra-extra-large: ""receipts-name"" at (-68, 347) 486x63 is outside the window (0, 0) 402x874; ""receipts-badge"" at (454, 297) 16x162 is outside the window (0, 0) 402x874 | file:1 file assertion(s) satisfied",2026-09-03T230901-g2-a11y-001-opencode
g2-a11y-002,visual,7,solution,,,false,46.8,completed,,,,,,,,,1,6,4,70,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:4 UI assertion(s) hold in default | uiflow:2 of 5 UI assertion(s) failed in content-size=accessibility-extra-extra-extra-large: no element on screen shows ""Storage limit""; ""refresh-name"" at (-36, 204) 437x63 is outside the window (0, 0) 402x874 | file:2 file assertion(s) satisfied",2026-09-02T184810-g2-a11y-002-solution
g2-a11y-002,visual,7,opencode,minimax/MiniMax-M2.7,,false,38.6,failed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:4 UI assertion(s) hold in default | uiflow:1 of 7 UI assertion(s) failed in content-size=accessibility-extra-extra-extra-large: ""refresh-name"" is 160pt wide, less than 200pt | file:2 file assertion(s) satisfied",2026-09-03T230944-g2-a11y-002-opencode
g2-a11y-002,visual,7,solution,,,false,135.7,completed,,,,,,,,,1,6,4,70,0.25,0.0,uiflow=P;uiflow=F,"uiflow:4 UI assertion(s) hold in default | uiflow:2 of 5 UI assertion(s) failed in content-size=accessibility-extra-extra-extra-large: no element on screen shows ""Storage limit""; ""refresh-name"" at (-36, 204) 437x63 is outside the window (0, 0) 402x874",2026-09-02T170232-g2-a11y-002-solution
g2-a11y-002,visual,7,fake,,,false,44.1,completed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:4 UI assertion(s) hold in default | uiflow:1 of 6 UI assertion(s) failed in content-size=accessibility-extra-extra-extra-large: ""refresh-name"" is 160pt wide, less than 200pt | file:2 file assertion(s) satisfied",2026-09-02T193108-g2-a11y-002-fake
g2-a11y-002,visual,7,solution,,,true,121.4,completed,,,,,,,,,1,24,10,70,0.25,17.5,uiflow=P;uiflow=P;file=P,uiflow:4 UI assertion(s) hold in default | uiflow:7 UI assertion(s) hold in content-size=accessibility-extra-extra-extra-large | file:2 file assertion(s) satisfied,2026-09-02T204724-g2-a11y-002-solution
g2-a11y-002,visual,7,fake,,,false,68.3,completed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:4 UI assertion(s) hold in default | uiflow:1 of 7 UI assertion(s) failed in content-size=accessibility-extra-extra-extra-large: ""refresh-name"" is 160pt wide, less than 200pt | file:2 file assertion(s) satisfied",2026-09-02T204612-g2-a11y-002-fake
g2-a11y-002,visual,7,fake,,,true,141.7,completed,,,,,,,,,0,0,0,70,0.25,17.5,uiflow=P;uiflow=P;file=P,uiflow:4 UI assertion(s) hold in default | uiflow:6 UI assertion(s) hold in content-size=accessibility-extra-extra-extra-large | file:2 file assertion(s) satisfied,2026-09-02T203741-g2-a11y-002-fake
g2-a11y-002,visual,7,fake,,,true,66.2,completed,,,,,,,,,0,0,0,70,0.25,17.5,uiflow=P;uiflow=P;file=P,uiflow:4 UI assertion(s) hold in default | uiflow:5 UI assertion(s) hold in content-size=accessibility-extra-extra-extra-large | file:2 file assertion(s) satisfied,2026-09-02T184659-g2-a11y-002-fake
g2-a11y-002,visual,7,solution,,,false,64.4,completed,,,,,,,,,1,6,4,70,0.25,0.0,uiflow=P;uiflow=F;file=P,"uiflow:4 UI assertion(s) hold in default | uiflow:2 of 6 UI assertion(s) failed in content-size=accessibility-extra-extra-extra-large: no element on screen shows ""Storage limit""; ""refresh-name"" at (-36, 204) 437x63 is outside the window (0, 0) 402x874 | file:2 file assertion(s) satisfied",2026-09-02T193156-g2-a11y-002-solution
g2-a11y-002,visual,7,solution,,,true,105.5,completed,,,,,,,,,1,24,10,70,0.25,17.5,uiflow=P;uiflow=P;file=P,uiflow:4 UI assertion(s) hold in default | uiflow:6 UI assertion(s) hold in content-size=accessibility-extra-extra-extra-large | file:2 file assertion(s) satisfied,2026-09-02T204007-g2-a11y-002-solution
g2-appearance-001,visual,8,fake,,,true,271.3,completed,,,,,,,,,0,0,0,80,0.25,20.0,uiflow=P;uiflow=P,uiflow:3 UI assertion(s) hold in appearance=light | uiflow:1 UI assertion(s) hold in default,2026-09-02T184900-g2-appearance-001-fake
g2-appearance-001,visual,8,solution,,,true,55.2,completed,,,,,,,,,1,16,7,80,0.25,20.0,uiflow=P;uiflow=P,uiflow:3 UI assertion(s) hold in appearance=light | uiflow:1 UI assertion(s) hold in default,2026-09-02T193414-g2-appearance-001-solution
g2-appearance-001,visual,8,solution,,,true,164.8,completed,,,,,,,,,1,16,7,80,0.25,20.0,uiflow=P;uiflow=P,uiflow:3 UI assertion(s) hold in appearance=light | uiflow:1 UI assertion(s) hold in default,2026-09-02T185336-g2-appearance-001-solution
g2-appearance-001,visual,8,fake,,,true,65.8,completed,,,,,,,,,0,0,0,80,0.25,20.0,uiflow=P;uiflow=P,uiflow:3 UI assertion(s) hold in appearance=light | uiflow:1 UI assertion(s) hold in default,2026-09-02T193305-g2-appearance-001-fake
g2-flow-001,interaction,8,fake,,,false,144.1,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=F;uiflow=F,"uiflow:App failed to build, so the flow could not run | uiflow:App failed to build, so the flow could not run",2026-09-02T172154-g2-flow-001-fake
g2-flow-001,interaction,8,fake,,,false,112.2,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=P;uiflow=F,"uiflow:2 UI assertion(s) hold in hardware-keyboard=on | uiflow:1 of 2 UI assertion(s) failed in hardware-keyboard=off: no element ""keyboard"" on screen to sit above",2026-09-02T190028-g2-flow-001-fake
g2-flow-001,interaction,8,fake,,,false,338.6,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=P;uiflow=F,"uiflow:2 UI assertion(s) hold in hardware-keyboard=on | uiflow:1 of 2 UI assertion(s) failed in hardware-keyboard=off: no element ""keyboard"" on screen to sit above",2026-09-02T201653-g2-flow-001-fake
g2-flow-001,interaction,8,solution,,,false,102.2,completed,,,,,,,,,1,4,2,80,0.25,0.0,uiflow=P;uiflow=F,"uiflow:2 UI assertion(s) hold in hardware-keyboard=on | uiflow:1 of 2 UI assertion(s) failed in hardware-keyboard=off: no element ""keyboard"" on screen to sit above",2026-09-02T190224-g2-flow-001-solution
g2-flow-001,interaction,8,solution,,,false,127.1,completed,,,,,,,,,1,4,2,80,0.25,0.0,uiflow=P;uiflow=F,"uiflow:2 UI assertion(s) hold in hardware-keyboard=on | uiflow:1 of 2 UI assertion(s) failed in hardware-keyboard=off: no element ""keyboard"" on screen to sit above",2026-09-02T202236-g2-flow-001-solution
g2-flow-002,interaction,8,solution,,,true,139.7,completed,,,,,,,,,1,7,2,80,0.25,20.0,uiflow=P;file=P,uiflow:2 UI assertion(s) hold in default | file:1 file assertion(s) satisfied,2026-09-02T190550-g2-flow-002-solution
g2-flow-002,interaction,8,fake,,,false,94.8,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=F;file=P,"uiflow:2 of 2 UI assertion(s) failed in default: no element on screen shows ""Exported 3 lines""; ""Exported 4 lines"" is on screen, in ""Exported 4 lines"" | file:1 file assertion(s) satisfied",2026-09-02T190411-g2-flow-002-fake
g2-flow-002,interaction,8,opencode,minimax/MiniMax-M2.7,,false,37.2,failed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=F;file=P,"uiflow:1 of 2 UI assertion(s) failed in default: no element on screen shows ""Exported 3 lines"" | file:1 file assertion(s) satisfied",2026-09-03T231026-g2-flow-002-opencode
g2-flow-003,interaction,7,fake,,,false,87.6,completed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=P;uiflow=F;uiflow=P,uiflow:3 UI assertion(s) hold in default | uiflow:The flow could not be driven in default: step 1 (assert) failed: assert failed: 'Entry 40' not found on screen | uiflow:1 UI assertion(s) hold in default,2026-09-02T190814-g2-flow-003-fake
g2-flow-003,interaction,7,opencode,minimax/MiniMax-M2.7,,false,45.8,failed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=P;uiflow=F;uiflow=P,uiflow:3 UI assertion(s) hold in default | uiflow:The flow could not be driven in default: step 0 (tap) failed: element not found (after scroll): load-more | uiflow:1 UI assertion(s) hold in default,2026-09-03T231157-g2-flow-003-opencode
g2-flow-003,interaction,7,solution,,,true,82.7,completed,,,,,,,,,1,2,1,70,0.25,17.5,uiflow=P;uiflow=P;uiflow=P,uiflow:3 UI assertion(s) hold in default | uiflow:1 UI assertion(s) hold in default | uiflow:1 UI assertion(s) hold in default,2026-09-02T190945-g2-flow-003-solution
g2-io-001,runtime,7,fake,,,false,70.3,completed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=F;uiflow=F;uiflow=F,"uiflow:2 of 2 UI assertion(s) failed in pasteboard=set: no element on screen shows ""Link saved""; no element on screen shows ""https://example.com/report"" | uiflow:2 of 3 UI assertion(s) failed in pasteboard=set: no element on screen shows ""Link saved""; no element on screen shows ""https://example.com/report"" | uiflow:1 of 1 UI assertion(s) failed in pasteboard=set: no element on screen shows ""doesn't look like a link""",2026-09-02T191306-g2-io-001-fake
g2-io-001,runtime,7,solution,,,false,63.8,completed,,,,,,,,,1,4,2,70,0.25,0.0,uiflow=F;uiflow=F;uiflow=F,"uiflow:2 of 2 UI assertion(s) failed in pasteboard=set: no element on screen shows ""Link saved""; no element on screen shows ""https://example.com/report"" | uiflow:2 of 3 UI assertion(s) failed in pasteboard=set: no element on screen shows ""Link saved""; no element on screen shows ""https://example.com/report"" | uiflow:1 of 1 UI assertion(s) failed in pasteboard=set: no element on screen shows ""doesn't look like a link""",2026-09-02T191421-g2-io-001-solution
g2-io-002,runtime,7,solution,,,false,73.2,completed,,,,,,,,,1,6,3,70,0.25,0.0,uiflow=F;uiflow=F;uiflow=F,"uiflow:1 of 1 UI assertion(s) failed in default: no element on screen shows ""Showing order 4472"" | uiflow:1 of 2 UI assertion(s) failed in default: no element on screen shows ""Showing order 4473"" | uiflow:1 of 1 UI assertion(s) failed in default: no element on screen shows ""Showing order 4471""",2026-09-02T191635-g2-io-002-solution
g2-io-002,runtime,7,fake,,,false,61.4,completed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=F;uiflow=F;uiflow=F,"uiflow:1 of 1 UI assertion(s) failed in default: no element on screen shows ""Showing order 4472"" | uiflow:1 of 2 UI assertion(s) failed in default: no element on screen shows ""Showing order 4473"" | uiflow:1 of 1 UI assertion(s) failed in default: no element on screen shows ""Showing order 4471""",2026-09-02T191529-g2-io-002-fake
g2-io-002,runtime,7,solution,,,false,194.2,completed,,,,,,,,,1,6,3,70,0.25,0.0,uiflow=F;uiflow=F;uiflow=F,"uiflow:1 of 1 UI assertion(s) failed in default: no element on screen shows ""Showing order 4472"" | uiflow:1 of 2 UI assertion(s) failed in default: no element on screen shows ""Showing order 4473"" | uiflow:1 of 1 UI assertion(s) failed in default: no element on screen shows ""Showing order 4471""",2026-09-02T194621-g2-io-002-solution
g2-io-002,runtime,7,fake,,,false,139.2,completed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=F;uiflow=F;uiflow=F,"uiflow:1 of 1 UI assertion(s) failed in default: no element on screen shows ""Showing order 4472"" | uiflow:1 of 2 UI assertion(s) failed in default: no element on screen shows ""Showing order 4473"" | uiflow:1 of 1 UI assertion(s) failed in default: no element on screen shows ""Showing order 4471""",2026-09-02T194357-g2-io-002-fake
g2-io-002,runtime,7,fake,,,false,205.6,completed,,,,,,,,,0,0,0,70,0.25,0.0,uiflow=F;uiflow=F;uiflow=F,"uiflow:App failed to build, so the flow could not run | uiflow:App failed to build, so the flow could not run | uiflow:App failed to build, so the flow could not run",2026-09-02T174101-g2-io-002-fake
g2-lifecycle-001,runtime,8,fake,,,false,161.3,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=P;uiflow=F,"uiflow:1 UI assertion(s) hold in default | uiflow:2 of 2 UI assertion(s) failed in default: no element on screen shows ""Ferry leaves at six""; ""No draft"" is on screen, in ""No draft""",2026-09-02T163816-g2-lifecycle-001-fake
g2-lifecycle-001,runtime,8,fake,,,false,96.6,completed,,,,,,,,,0,0,0,80,0.25,0.0,uiflow=P;uiflow=F,"uiflow:1 UI assertion(s) hold in default | uiflow:2 of 2 UI assertion(s) failed in default: no element on screen shows ""Return the library book""; ""No draft"" is on screen, in ""No draft""",2026-09-02T191753-g2-lifecycle-001-fake
g2-lifecycle-001,runtime,8,solution,,,false,230.6,completed,,,,,,,,,2,16,0,80,0.25,0.0,uiflow=P;uiflow=F,"uiflow:1 UI assertion(s) hold in default | uiflow:2 of 2 UI assertion(s) failed in default: no element on screen shows ""Return the library book""; ""No draft"" is on screen, in ""No draft""",2026-09-02T191933-g2-lifecycle-001-solution
g2-lifecycle-002,runtime,9,fake,,,false,123.9,completed,,,,,,,,,0,0,0,90,0.25,0.0,uiflow=P;uiflow=F,"uiflow:1 UI assertion(s) hold in default | uiflow:2 of 2 UI assertion(s) failed in default: no element on screen shows ""Book the ferry""; ""Nothing saved"" is on screen, in ""Nothing saved""",2026-09-02T192328-g2-lifecycle-002-fake
g2-lifecycle-002,runtime,9,solution,,,true,100.0,completed,,,,,,,,,1,12,5,90,0.25,22.5,uiflow=P;uiflow=P,uiflow:1 UI assertion(s) hold in default | uiflow:2 UI assertion(s) hold in default,2026-09-02T174635-g2-lifecycle-002-solution
g2-lifecycle-002,runtime,9,opencode,minimax/MiniMax-M2.7,,false,53.6,failed,,,,,,,,,0,0,0,90,0.25,0.0,uiflow=F;uiflow=F,"uiflow:1 of 1 UI assertion(s) failed in default: no element on screen shows ""Call the dentist"" | uiflow:2 of 2 UI assertion(s) failed in default: no element on screen shows ""Book the ferry""; ""Nothing saved"" is on screen, in ""Nothing saved""",2026-09-03T231335-g2-lifecycle-002-opencode
